03-12 12:44:32.129 24690 24700 F libc    : Fatal signal 11 (SIGSEGV), code 2 (SEGV_ACCERR), fault addr 0x7c7428afe0 in tid 24700 (binder:24690_1), pid 24690 (com.prology)
03-12 12:44:32.992 30455 30455 F DEBUG   : Cmdline: com.prology
03-12 14:09:38.037  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:09:38.119  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:09:38.120  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:09:38.271  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:09:40.532  2006  2071 V WindowManager: Sent Transition (#640) createdAt=03-12 14:09:40.451 via request=TransitionRequestInfo { type = TO_FRONT, triggerTask = TaskInfo{userId=0 taskId=967 effectiveUid=10791 displayId=0 isRunning=true baseIntent=Intent { flg=0x10000000 cmp=com.prology/com.ryanheise.audioservice.AudioServiceActivity } baseActivity=ComponentInfo{com.prology/com.ryanheise.audioservice.AudioServiceActivity} topActivity=ComponentInfo{com.prology/com.ryanheise.audioservice.AudioServiceActivity} origActivity=null realActivity=ComponentInfo{com.prology/com.ryanheise.audioservice.AudioServiceActivity} numActivities=1 lastActiveTime=63212264 supportsMultiWindow=true resizeMode=1 isResizeable=true minWidth=-1 minHeight=-1 defaultMinSize=220 token=WCT{RemoteToken{5868aec Task{804dea #967 type=standard A=10791:com.prology}}} topActivityType=1 pictureInPictureParams=null shouldDockBigOverlays=false launchIntoPipHostTaskId=-1 lastParentTaskIdBeforePip=-1 displayCutoutSafeInsets=Rect(0, 102 - 0, 0) topActivityInfo=ActivityInfo{7253eb5 com.ryanheise.audioservice.AudioServiceActivity} launchCookies=[] positionInParent=Point(0, 0) parentTaskId=-1 isFocused=false isVisible=false isVisibleRequested=false isTopActivityNoDisplay=false isSleeping=false locusId=null displayAreaFeatureId=1 isTopActivityTransparent=false isActivityStackTransparent=false lastNonFullscreenBounds=Rect(280, 680 - 801, 1760) capturedLink=null capturedLinkTimestamp=0 requestedVisibleTypes=-9 topActivityRequestOpenInBrowserEducationTimestamp=0 appCompatTaskInfo=AppCompatTaskInfo { topActivityInSizeCompat=false eligibleForLetterboxEducation= false isLetterboxEducationEnabled= false isLetterboxDoubleTapEnabled= false eligibleForUserAspectRatioButton= false topActivityBoundsLetterboxed= false isFromLetterboxDoubleTap= false topActivityLetterboxVerticalPosition= -1 topActivityLetterboxHorizontalPosition= -1 topActivityLetterboxWidth=-1 topActivityLetterboxHeight=-1 topActivityLetterboxAppWidth=-1 topActivityLetterboxAppHeight=-1 isUserFullscreenOverrideEnabled=false isSystemFullscreenOverrideEnabled=false hasMinAspectRatioOverride=false topActivityLetterboxBounds=null cameraCompatTaskInfo=CameraCompatTaskInfo { freeformCameraCompatMode=inactive}} topActivityMainWindowFrame=null}, pipChange = null, remoteTransition = RemoteTransition { remoteTransition = android.window.IRemoteTransition$Stub$Proxy@1d4a021, appThread = android.app.IApplicationThread$Stub$Proxy@ad86c46, debugName = QuickstepLaunch }, displayChange = null, flags = 0, debugId = 640 }
03-12 14:09:40.534  2006  2071 V WindowManager:         {WCT{RemoteToken{5868aec Task{804dea #967 type=standard A=10791:com.prology}}} m=TO_FRONT f=MOVE_TO_TOP leash=Surface(name=Task=967)/@0x731adf2 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) epz=Point(1080, 2400) d=0 taskParent=-1},
03-12 14:09:40.593  2006  2071 W ziparchive: Unable to open '/data/app/~~GGxNIAZ0JXINedOWSY20Tw==/com.prology-Bnce9j0bmBfn6bhaQoci7A==/base.dm': No such file or directory
03-12 14:09:40.651  2006  2371 I ImeTracker: com.prology:852ca3f3: onRequestHide at ORIGIN_SERVER reason HIDE_UNSPECIFIED_WINDOW fromUser false
03-12 14:09:40.653 23343 23343 I ImeTracker: com.prology:852ca3f3: onCancelled at PHASE_CLIENT_ALREADY_HIDDEN
03-12 14:09:40.678 21802 21802 I GoogleInputMethodService: GoogleInputMethodService.onStartInput():1384 onStartInput(EditorInfo{EditorInfo{packageName=com.prology, inputType=0, inputTypeString=NULL, enableLearning=false, autoCorrection=false, autoComplete=false, imeOptions=0, privateImeOptions=null, actionName=UNSPECIFIED, actionLabel=null, initialSelStart=-1, initialSelEnd=-1, initialCapsMode=0, label=null, fieldId=0, fieldName=null, extras=null, hintText=null, hintLocales=[]}}, false)
03-12 14:09:40.681 21802 21802 I GoogleInputMethodService: GoogleInputMethodService.onStartInputView():1472 onStartInputView(EditorInfo{EditorInfo{packageName=com.prology, inputType=0, inputTypeString=NULL, enableLearning=false, autoCorrection=false, autoComplete=false, imeOptions=0, privateImeOptions=null, actionName=UNSPECIFIED, actionLabel=null, initialSelStart=-1, initialSelEnd=-1, initialCapsMode=0, label=null, fieldId=0, fieldName=null, extras=null, hintText=null, hintLocales=[]}}, false)
03-12 14:09:40.683  2006  2871 W PackageConfigPersister: App-specific configuration not found for packageName: com.prology and userId: 0
03-12 14:09:40.686 21802 21802 I AndroidIME: AbstractIme.onActivate():95 PasswordIme.onActivate() : EditorInfo = EditorInfo{packageName=com.prology, inputType=0, inputTypeString=NULL, enableLearning=false, autoCorrection=false, autoComplete=false, imeOptions=0, privateImeOptions=null, actionName=UNSPECIFIED, actionLabel=null, initialSelStart=-1, initialSelEnd=-1, initialCapsMode=0, label=null, fieldId=0, fieldName=null, extras=null, hintText=null, hintLocales=[]}, IncognitoMode = false, DeviceLocked = false
03-12 14:09:41.139  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:09:41.140  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:09:41.141  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:09:41.141  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:09:41.223  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:09:41.223  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:09:41.374  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:09:43.467  2006  4985 I MediaSessionStack: onPlaybackStateChanged - Pushing session to top | record: com.prology/media-session/26 (userId=0)
03-12 14:09:43.469  2006  4985 D MediaSessionService: onSessionPlaybackStateChanged: record=com.prology/media-session/26 (userId=0) playbackState=PlaybackState {state=PLAYING(3), position=1752, buffered position=52401, speed=1.0, updated=63428060, actions=3670015, custom actions=[Action:mName='Stop, mIcon=2131165270, mExtras=null], active item id=8, error=null}
03-12 14:09:43.472  2006  4985 I ActivityManager: Background started FGS: Allowed [callingPackage: com.prology; callingUid: 10791; uidState: TOP ; uidBFSL: [BFSL]; intent: Intent { cmp=com.prology/com.ryanheise.audioservice.AudioService }; code:PROC_STATE_TOP; tempAllowListReason:<null>; targetSdkVersion:35; callerTargetSdkVersion:35; startForegroundCount:1; bindFromPackage:null: isBindService:false]
03-12 14:09:43.479  2698  2698 I bluetooth: system/btif/avrcp/avrcp_service.cc:572 SendMediaUpdate: track_changed=false :  play_state=true :  queue=false
03-12 14:09:43.482  1033  1033 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:09:43.483  1033  1033 D vendor.qti.bluetooth@1.0-uart_transport: SocRxDWakeup: Flow off->Change UART baudrate to 38.4kbs->send 0x00->Change UART baudrate to max->Flow on
03-12 14:09:43.483  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_ioctl: UART Flow Off 
03-12 14:09:43.485  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_set_baud: 17
03-12 14:09:43.485  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: SetBaudRate: in BOTHER
03-12 14:09:43.486  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_ioctl: UART Flow On 
03-12 14:09:43.487  1033  1033 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:09:43.487  1033  1033 I vendor.qti.bluetooth@1.0-ibs_handler: DeviceWakeUp: Writing IBS_WAKE_IND
03-12 14:09:43.489  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_ACK: 0xFC
03-12 14:09:43.489  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Signal wack_cond_
03-12 14:09:43.490  1033  1033 D vendor.qti.bluetooth@1.0-ibs_handler: DeviceWakeUp: Unblocked from waiting for FC
03-12 14:09:43.517  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:09:43.517  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:09:43.556  2006  2880 D MediaSessionService: onSessionPlaybackStateChanged: record=com.prology/media-session/26 (userId=0) playbackState=PlaybackState {state=PLAYING(3), position=0, buffered position=52401, speed=1.0, updated=63428060, actions=3670015, custom actions=[Action:mName='Stop, mIcon=2131165270, mExtras=null], active item id=8, error=null}
03-12 14:09:43.566  2698  2698 I bluetooth: system/btif/avrcp/avrcp_service.cc:572 SendMediaUpdate: track_changed=false :  play_state=true :  queue=false
03-12 14:09:43.571  2006  4985 D MediaSessionService: onSessionPlaybackStateChanged: record=com.prology/media-session/26 (userId=0) playbackState=PlaybackState {state=PLAYING(3), position=7, buffered position=0, speed=1.0, updated=63428135, actions=3670015, custom actions=[Action:mName='Stop, mIcon=2131165270, mExtras=null], active item id=7, error=null}
03-12 14:09:43.590  2006  2858 D MediaSessionService: onSessionPlaybackStateChanged: record=com.prology/media-session/26 (userId=0) playbackState=PlaybackState {state=BUFFERING(6), position=0, buffered position=0, speed=1.0, updated=63428135, actions=3670015, custom actions=[Action:mName='Stop, mIcon=2131165270, mExtras=null], active item id=7, error=null}
03-12 14:09:43.591  3977  3977 D MusicControl: updateMediaMetadata, com.prology 
03-12 14:09:43.592  3977  3977 D MusicControl: 筛选com.prology 2026-03-12 14:09:43  old:1970-01-01 03:00:00 
03-12 14:09:43.594  2698  2698 I bluetooth: system/btif/avrcp/avrcp_service.cc:572 SendMediaUpdate: track_changed=true :  play_state=true :  queue=false
03-12 14:09:43.596  2698  2698 W AudioMediaPlayerWrapper: onMetadataChanged(): com.prology tried to update with no new data
03-12 14:09:43.597  2698  2698 W AudioMediaPlayerWrapper: onPlaybackStateChanged(): com.prology tried to update with no new data
03-12 14:09:43.615  2006  2321 D MediaSessionService: onSessionPlaybackStateChanged: record=com.prology/media-session/26 (userId=0) playbackState=PlaybackState {state=PLAYING(3), position=0, buffered position=5537, speed=1.0, updated=63428217, actions=3670015, custom actions=[Action:mName='Stop, mIcon=2131165270, mExtras=null], active item id=7, error=null}
03-12 14:09:43.621  2698  2698 I bluetooth: system/btif/avrcp/avrcp_service.cc:572 SendMediaUpdate: track_changed=false :  play_state=true :  queue=false
03-12 14:09:43.640  2698  3229 I bluetooth: system/stack/btm/btm_iso_impl.h:327 get_number_of_active_iso: Current number of active_iso is 0
03-12 14:09:43.640  2698  3229 I bluetooth-a2dp: system/btif/src/btif_av.cc:3778 btif_av_stream_started_ready: active_peer=xx:xx:xx:xx:20:90 state=2 flags=0x0(None) ready=false
03-12 14:09:43.641  2698  3229 I bluetooth-a2dp: system/btif/src/btif_av.cc:3751 btif_av_stream_ready: active_peer=xx:xx:xx:xx:20:90 state=2 flags=0x0(None)
03-12 14:09:43.641  2698  3229 I bluetooth-a2dp: system/btif/src/btif_av.cc:3698 btif_av_stream_start_with_latency: peer=xx:xx:xx:xx:20:90 use_latency_mode=false
03-12 14:09:43.642  2698  3108 I BluetoothAdapterService: getActiveDevices: A2dp device: XX:XX:XX:XX:20:90
03-12 14:09:43.642  2698  2935 I bluetooth-a2dp: system/btif/src/btif_av.cc:3088 btif_av_handle_event: peer=xx:xx:xx:xx:20:90 handle=0x0 event=BTIF_AV_START_STREAM_REQ_EVT(0x1c)
03-12 14:09:43.642  2698  2935 I bluetooth-a2dp: system/btif/src/btif_av.cc:2250 ProcessEvent: state=Opened peer=xx:xx:xx:xx:20:90 event=BTIF_AV_START_STREAM_REQ_EVT(0x1c) flags=0x0(None) active_peer=true
03-12 14:09:43.643  2698  2935 I bluetooth-a2dp: system/btif/src/btif_av.cc:2269 ProcessEvent: Peer xx:xx:xx:xx:20:90 : event=BTIF_AV_START_STREAM_REQ_EVT(0x1c) flags=0x0(None)
03-12 14:09:43.643  2698  2935 I bluetooth-a2dp: system/btif/src/btif_av.cc:2274 ProcessEvent: Stream use_latency_mode=false
03-12 14:09:43.643  2698  2935 I bluetooth-a2dp: system/bta/av/bta_av_api.cc:238 BTA_AvStart: Starting audio/video stream data transfer bta_handle:65, use_latency_mode:false
03-12 14:09:43.644  2698  2935 I bluetooth-a2dp: system/bta/av/bta_av_aact.cc:1853 bta_av_do_start: A2dp stream start peer:xx:xx:xx:xx:20:90 sco_occupied:false av_role:0x0 started:false wait:0x0
03-12 14:09:43.644  2698  2935 I bluetooth-a2dp: system/stack/avdt/avdt_api.cc:551 AVDT_StartReq: num_handles=1
03-12 14:09:43.645  2698  2935 I bluetooth-a2dp: system/bta/av/bta_av_aact.cc:1912 bta_av_do_start: peer xx:xx:xx:xx:20:90 start requested: sco_occupied:false role:0x10 started:false wait:0x0
03-12 14:09:43.651  2698  2935 I bluetooth-a2dp: system/bta/av/bta_av_aact.cc:2249 bta_av_start_ok: peer xx:xx:xx:xx:20:90 bta_handle:0x41 wait:0x0 role:0x10 local_tsep:0
03-12 14:09:43.652  2698  2935 I bluetooth-a2dp: system/btif/src/btif_av.cc:3088 btif_av_handle_event: peer=00:00:00:00:00:00 handle=0x41 event=BTA_AV_START_EVT(0x4)
03-12 14:09:43.653  2698  2935 I bluetooth-a2dp: system/btif/src/btif_av.cc:2250 ProcessEvent: state=Opened peer=xx:xx:xx:xx:20:90 event=BTA_AV_START_EVT(0x4) flags=0x4(PENDING_START) active_peer=true
03-12 14:09:43.653  2698  2935 I bluetooth-a2dp: system/btif/src/btif_av.cc:2287 ProcessEvent: Peer xx:xx:xx:xx:20:90 : event=BTA_AV_START_EVT(0x4) status=0 suspending=false initiator=true flags=0x4(PENDING_START)
03-12 14:09:43.653  2698  2935 I bluetooth-a2dp: system/btif/src/btif_a2dp.cc:55 btif_a2dp_on_started: ## ON A2DP STARTED ## peer xx:xx:xx:xx:20:90 p_av_start:0x7c185e34a0
03-12 14:09:43.654  2698  2935 I bluetooth-a2dp: system/btif/src/btif_a2dp.cc:69 btif_a2dp_on_started: peer xx:xx:xx:xx:20:90 status:0 suspending:false initiator:true
03-12 14:09:43.654  2698  2935 I bluetooth-a2dp: system/btif/src/btif_a2dp_source.cc:701 btif_a2dp_source_start_audio_req: state=STATE_RUNNING
03-12 14:09:43.655  1032  1058 I BTAudioSessionAidl: ReportControlStatus - status=SUCCESS for SessionType=A2DP_SOFTWARE_ENCODING_DATAPATH, bluetooth_audio=0x0100 started
03-12 14:09:43.656  2698  2935 I bluetooth-a2dp: system/btif/src/btif_av.cc:2242 OnExit: state=Opened peer=xx:xx:xx:xx:20:90
03-12 14:09:43.657  2698  2935 I bluetooth-a2dp: system/btif/src/btif_av.cc:2493 OnEnter: state=Started peer=xx:xx:xx:xx:20:90
03-12 14:09:43.657  2698  2935 I bluetooth-a2dp: system/btif/src/btif_a2dp_sink.cc:631 btif_a2dp_sink_set_rx_flush: enable=false
03-12 14:09:43.657  2698  2935 I bluetooth-a2dp: system/btif/src/btif_av.cc:2909 btif_report_audio_state: peer=xx:xx:xx:xx:20:90 state=2
03-12 14:09:43.658  2698  2935 I bluetooth-a2dp: system/btif/src/btif_a2dp_source.cc:855 btif_a2dp_source_audio_tx_start_event: streaming false state=STATE_RUNNING
03-12 14:09:43.658  2698  2935 I bluetooth-a2dp: system/stack/a2dp/a2dp_sbc_encoder.cc:330 a2dp_sbc_feeding_reset: PCM bytes per tick 3528
03-12 14:09:43.659  2698  3108 I bluetooth-a2dp: android/app/jni/com_android_bluetooth_a2dp.cpp:89 bta2dp_audio_state_callback: xx:xx:xx:xx:20:90: state: BTAV_AUDIO_STATE_STARTED(0x2)
03-12 14:09:43.765  2006  4896 D MediaSessionService: onSessionPlaybackStateChanged: record=com.prology/media-session/26 (userId=0) playbackState=PlaybackState {state=PLAYING(3), position=152, buffered position=52401, speed=1.0, updated=63428369, actions=3670015, custom actions=[Action:mName='Stop, mIcon=2131165270, mExtras=null], active item id=7, error=null}
03-12 14:09:43.767  2698  2698 W AudioMediaPlayerWrapper: onPlaybackStateChanged(): com.prology tried to update with no new data
03-12 14:09:43.828  2006  4896 D MediaSessionService: onSessionPlaybackStateChanged: record=com.prology/media-session/26 (userId=0) playbackState=PlaybackState {state=PLAYING(3), position=0, buffered position=52401, speed=1.0, updated=63428431, actions=3670015, custom actions=[Action:mName='Stop, mIcon=2131165270, mExtras=null], active item id=7, error=null}
03-12 14:09:43.831  2698  2698 W AudioMediaPlayerWrapper: onPlaybackStateChanged(): com.prology tried to update with no new data
03-12 14:09:43.856  2006  4896 D MediaSessionService: onSessionPlaybackStateChanged: record=com.prology/media-session/26 (userId=0) playbackState=PlaybackState {state=PLAYING(3), position=3, buffered position=0, speed=1.0, updated=63428443, actions=3670015, custom actions=[Action:mName='Stop, mIcon=2131165270, mExtras=null], active item id=8, error=null}
03-12 14:09:43.874  2006  2858 D MediaSessionService: onSessionPlaybackStateChanged: record=com.prology/media-session/26 (userId=0) playbackState=PlaybackState {state=BUFFERING(6), position=0, buffered position=0, speed=1.0, updated=63428444, actions=3670015, custom actions=[Action:mName='Stop, mIcon=2131165270, mExtras=null], active item id=8, error=null}
03-12 14:09:43.875  3977  3977 D MusicControl: updateMediaMetadata, com.prology 
03-12 14:09:43.876  3977  3977 D MusicControl: 筛选com.prology 2026-03-12 14:09:43  old:1970-01-01 03:00:00 
03-12 14:09:43.882  2698  2698 I bluetooth: system/btif/avrcp/avrcp_service.cc:572 SendMediaUpdate: track_changed=true :  play_state=true :  queue=false
03-12 14:09:43.883  2698  2698 W AudioMediaPlayerWrapper: onMetadataChanged(): com.prology tried to update with no new data
03-12 14:09:43.884  2698  2698 W AudioMediaPlayerWrapper: onPlaybackStateChanged(): com.prology tried to update with no new data
03-12 14:09:43.926  2006  2870 D MediaSessionService: onSessionPlaybackStateChanged: record=com.prology/media-session/26 (userId=0) playbackState=PlaybackState {state=PLAYING(3), position=1, buffered position=4832, speed=1.0, updated=63428527, actions=3670015, custom actions=[Action:mName='Stop, mIcon=2131165270, mExtras=null], active item id=8, error=null}
03-12 14:09:43.933  2698  2698 I bluetooth: system/btif/avrcp/avrcp_service.cc:572 SendMediaUpdate: track_changed=false :  play_state=true :  queue=false
03-12 14:09:44.059  2006  2880 D MediaSessionService: onSessionPlaybackStateChanged: record=com.prology/media-session/26 (userId=0) playbackState=PlaybackState {state=PLAYING(3), position=134, buffered position=52401, speed=1.0, updated=63428660, actions=3670015, custom actions=[Action:mName='Stop, mIcon=2131165270, mExtras=null], active item id=8, error=null}
03-12 14:09:44.061  2698  2698 W AudioMediaPlayerWrapper: onPlaybackStateChanged(): com.prology tried to update with no new data
03-12 14:09:47.059  2006  2858 D MediaSessionService: onSessionPlaybackStateChanged: record=com.prology/media-session/26 (userId=0) playbackState=PlaybackState {state=PLAYING(3), position=3138, buffered position=64182, speed=1.0, updated=63431664, actions=3670015, custom actions=[Action:mName='Stop, mIcon=2131165270, mExtras=null], active item id=8, error=null}
03-12 14:09:47.071  2698  2698 I bluetooth: system/btif/avrcp/avrcp_service.cc:572 SendMediaUpdate: track_changed=false :  play_state=true :  queue=false
03-12 14:09:58.142 23343 23343 D BluetoothAdapter: isLeEnabled(): ON
03-12 14:09:58.146 23343 23356 D BluetoothLeScanner: onScannerRegistered() - status=0 scannerId=2 mScannerId=0
03-12 14:09:58.156  2698  2941 I bluetooth: system/gd/hci/le_address_manager.cc:289 unregister_client: Client unregistered
03-12 14:09:58.157  2698  2941 I bluetooth: system/gd/hci/le_scanning_manager.cc:601 stop_scan: Scanning already stopped, return!
03-12 14:09:58.158  2698  2941 I bluetooth: system/gd/hci/le_address_manager.cc:274 register_client: Client registered
03-12 14:09:59.462 23343 23343 D BluetoothAdapter: isLeEnabled(): ON
03-12 14:09:59.469  2698  2941 I bluetooth: system/gd/hci/le_address_manager.cc:289 unregister_client: Client unregistered
03-12 14:09:59.470  2698  2941 I bluetooth: system/gd/hci/le_scanning_manager.cc:601 stop_scan: Scanning already stopped, return!
03-12 14:09:59.470  2698  2941 I bluetooth: system/gd/hci/le_address_manager.cc:274 register_client: Client registered
03-12 14:10:00.144  2006  2870 D MediaSessionService: Sending KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MEDIA_PAUSE, scanCode=0, metaState=0, flags=0x0, repeatCount=0, eventTime=0, downTime=0, deviceId=-1, source=0x0, displayId=-1 } to com.prology/media-session/26 (userId=0)
03-12 14:10:00.145  2006  2870 I MediaSessionService: tempAllowlistTargetPkgIfPossible callingPackage:com.android.bluetooth targetPackage:com.prology reason:action=ACTION_DOWN;code=KEYCODE_MEDIA_PAUSE [WIU] [FGS]
03-12 14:10:00.162  2006  2870 D MediaSessionService: onSessionPlaybackStateChanged: record=com.prology/media-session/26 (userId=0) playbackState=PlaybackState {state=PAUSED(2), position=16234, buffered position=64182, speed=1.0, updated=63444760, actions=3670015, custom actions=[Action:mName='Stop, mIcon=2131165270, mExtras=null], active item id=8, error=null}
03-12 14:10:00.165  3977  3977 D MusicControl: 筛选com.prology 2026-03-12 14:10:00  old:1970-01-01 03:00:00 
03-12 14:10:00.170  2698  2698 I bluetooth: system/btif/avrcp/avrcp_service.cc:572 SendMediaUpdate: track_changed=false :  play_state=true :  queue=false
03-12 14:10:00.214  2006  2321 D MediaSessionService: Sending KeyEvent { action=ACTION_UP, keyCode=KEYCODE_MEDIA_PAUSE, scanCode=0, metaState=0, flags=0x0, repeatCount=0, eventTime=0, downTime=0, deviceId=-1, source=0x0, displayId=-1 } to com.prology/media-session/26 (userId=0)
03-12 14:10:00.215  2006  2321 I MediaSessionService: tempAllowlistTargetPkgIfPossible callingPackage:com.android.bluetooth targetPackage:com.prology reason:action=ACTION_UP;code=KEYCODE_MEDIA_PAUSE [WIU] [FGS]
03-12 14:10:00.447  2006  2321 D MediaSessionService: onSessionPlaybackStateChanged: record=com.prology/media-session/26 (userId=0) playbackState=PlaybackState {state=NONE(0), position=16234, buffered position=0, speed=1.0, updated=63445047, actions=3670015, custom actions=[Action:mName='Stop, mIcon=2131165270, mExtras=null], active item id=8, error=null}
03-12 14:10:00.448  2006  2321 D MediaSessionService: onSessionActiveStateChanged: record=com.prology/media-session/26 (userId=0) playbackState=PlaybackState {state=NONE(0), position=16234, buffered position=0, speed=1.0, updated=63445047, actions=3670015, custom actions=[Action:mName='Stop, mIcon=2131165270, mExtras=null], active item id=8, error=null}
03-12 14:10:00.449  3977  3977 D MusicControl: 筛选com.prology 2026-03-12 14:10:00  old:1970-01-01 03:00:00 
03-12 14:10:00.455  3977  3977 D MusicControl: 取消注册PackageName 2=com.prology
03-12 14:10:00.472  2499  2499 D NotificationMediaManager: Not dismissing 0|com.prology|1124|null|10791 because it was removed by the system
03-12 14:10:03.224  2698  3301 I bluetooth-a2dp: system/btif/src/btif_av.cc:3778 btif_av_stream_started_ready: active_peer=xx:xx:xx:xx:20:90 state=3 flags=0x0(None) ready=true
03-12 14:10:03.225  2698  3301 I bluetooth-a2dp: system/btif/src/btif_av.cc:3724 btif_av_stream_suspend: 
03-12 14:10:03.226  2698  2935 I bluetooth-a2dp: system/btif/src/btif_av.cc:3088 btif_av_handle_event: peer=xx:xx:xx:xx:20:90 handle=0x0 event=BTIF_AV_SUSPEND_STREAM_REQ_EVT(0x1e)
03-12 14:10:03.227  2698  2935 I bluetooth-a2dp: system/btif/src/btif_av.cc:2513 ProcessEvent: state=Started peer=xx:xx:xx:xx:20:90 event=BTIF_AV_SUSPEND_STREAM_REQ_EVT(0x1e) flags=0x0(None) active_peer=true
03-12 14:10:03.228  2698  2935 I bluetooth-a2dp: system/btif/src/btif_av.cc:2533 ProcessEvent: Peer xx:xx:xx:xx:20:90 : event=BTIF_AV_SUSPEND_STREAM_REQ_EVT(0x1e) flags=0x0(None)
03-12 14:10:03.229  2698  2935 I bluetooth-a2dp: system/btif/src/btif_a2dp_source.cc:850 btif_a2dp_source_set_tx_flush: enable=true state=STATE_RUNNING
03-12 14:10:03.230  2698  2935 I bluetooth-a2dp: system/bta/av/bta_av_api.cc:281 BTA_AvStop: bta_handle=0x41 suspend=true
03-12 14:10:03.231  2698  2935 I bluetooth-a2dp: system/bta/av/bta_av_aact.cc:1930 bta_av_str_stopped: peer xx:xx:xx:xx:20:90 bta_handle:0x41 audio_open_cnt:1, p_data 0x7c673f17d0 start:1
03-12 14:10:03.232  2698  2935 I bluetooth: system/bta/dm/bta_dm_pm.cc:909 bta_dm_pm_ssr: Found connected service:BTA_ID_AV app_id:2 peer:xx:xx:xx:xx:20:90 spec_name:sniff_capable
03-12 14:10:03.232  2698  2935 I bluetooth: system/bta/dm/bta_dm_pm.cc:909 bta_dm_pm_ssr: Found connected service:BTA_ID_AV app_id:1 peer:xx:xx:xx:xx:20:90 spec_name:sniff_capable
03-12 14:10:03.233  2698  2935 I bluetooth: system/bta/dm/bta_dm_pm.cc:909 bta_dm_pm_ssr: Found connected service:BTA_ID_AV app_id:0 peer:xx:xx:xx:xx:20:90 spec_name:sniff_capable
03-12 14:10:03.234  2698  2935 I bluetooth: system/bta/dm/bta_dm_pm.cc:909 bta_dm_pm_ssr: Found connected service:BTA_ID_AG app_id:1 peer:xx:xx:xx:xx:20:90 spec_name:sniff_capable
03-12 14:10:03.236  2698  2935 I bluetooth-a2dp: system/stack/avdt/avdt_api.cc:609 AVDT_SuspendReq: num_handles=1
03-12 14:10:03.270  2698  3133 W bluetooth-a2dp: system/btif/src/btif_a2dp_source.cc:968 btif_a2dp_source_read_callback: UNDERFLOW: ONLY READ 472 BYTES OUT OF 512
03-12 14:10:03.272  2698  3133 W bluetooth-a2dp: system/stack/a2dp/a2dp_sbc_encoder.cc:493 a2dp_sbc_encode_frames: underflow 5, 472
03-12 14:10:03.290  2698  3133 W bluetooth-a2dp: system/btif/src/btif_a2dp_source.cc:968 btif_a2dp_source_read_callback: UNDERFLOW: ONLY READ 0 BYTES OUT OF 40
03-12 14:10:03.292  2698  3133 W bluetooth-a2dp: system/stack/a2dp/a2dp_sbc_encoder.cc:493 a2dp_sbc_encode_frames: underflow 5, 472
03-12 14:10:03.304  2698  3133 W bluetooth-a2dp: system/btif/src/btif_a2dp_source.cc:968 btif_a2dp_source_read_callback: UNDERFLOW: ONLY READ 0 BYTES OUT OF 40
03-12 14:10:03.305  2698  3133 W bluetooth-a2dp: system/stack/a2dp/a2dp_sbc_encoder.cc:493 a2dp_sbc_encode_frames: underflow 5, 472
03-12 14:10:03.306  2698  3133 E bluetooth: system/common/repeating_timer.cc:151 RunTask: Periodic task execution took 27058 microseconds, longer than interval 20000 microseconds
